nomor_registrasi,nama_produk,komposisi,list_zat_aktif,primary_drug_category,all_drug_categories,matched
DKL9831516444B1,ASPIL-1,CEFOTIAM HYDROCHLORIDE,['CEFOTIAM HYDROCHLORIDE'],UNKNOWN,,0
LKE26020034,ASPRO 300,KOMBINASI-COATED ASPIRIN,['COATED ASPIRIN'],nsaid,nsaid,1
DKL9609311615A1,ASTIKA,ACETYLSALICYLIC ACID,['ACETYLSALICYLIC ACID'],nsaid,nsaid,1
DKL7625202610A1,ASVEX,TIPEPIDINE HIBENZATE,['TIPEPIDINE HIBENZATE'],UNKNOWN,,0
DKI2297301467A1,ATECTURA BREEZHALER,INDACATEROL ACETATE | MOMETASONE FUROATE,"['INDACATEROL ACETATE', 'MOMETASONE FUROATE']",kortikosteroid,kortikosteroid,1
DKI2572101349A1,ATGAM,EQUINE ANTI-THYMOCYTE IMMUNOGLOBULIN,['EQUINE ANTI-THYMOCYTE IMMUNOGLOBULIN'],UNKNOWN,,0
GKL2102506709C1,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,['ATORVASTATIN CALCIUM'],statin,statin,1
GKL1938202509A1,ATORVASTATIN CALCIUM TRIHYDRATE,ATORVASTATIN CALCIUM TRIHYDRATE,['ATORVASTATIN CALCIUM TRIHYDRATE'],statin,statin,1
DKI2569600117A1,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE | EZETIMIBE,"['ATORVASTATIN CALCIUM TRIHYDRATE', 'EZETIMIBE']",statin,statin,1
DKI1863501217A1,ATOZET,ATORVASTATIN CALCIUM TRIHYDRATE. EZETIMIBE,[],UNKNOWN,,0
DKI1052502539A1,ATROVENT,IPRATROPIUM BROMIDE,['IPRATROPIUM BROMIDE'],UNKNOWN,,0
DTL7203812246A1,AUGENTONIC,PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE HEPTAHYDRATE,['PHENYLEPHRINE HYDROCHLORIDE. ZINC SULFATE HEPTAHYDRATE'],UNKNOWN,,0
DKI2225601117A1,AUROTEG 50,DOLUTEGRAVIR SODIUM ANHYDRATE,['DOLUTEGRAVIR SODIUM ANHYDRATE'],UNKNOWN,,0
DKL1309321829A1,AV F AZA,AZELAIC ACID,['AZELAIC ACID'],UNKNOWN,,0
DKI2191601556A1,AVAMYS,FLUTICASONE FUROATE,['FLUTICASONE FUROATE'],kortikosteroid,kortikosteroid,1
DKI2159703843A1,AVAXIM ADULT,INACTIVATED HEPATITIS A VIRUS,['INACTIVATED HEPATITIS A VIRUS'],UNKNOWN,,0
DKL1721646610B1,AVRAM,ARIPIPRAZOLE,['ARIPIPRAZOLE'],UNKNOWN,,0
DKI2055900146A1,AZELASTIN-COMOD,AZELASTINE HYDROCHLORIDE,['AZELASTINE HYDROCHLORIDE'],UNKNOWN,,0
GKL2005063680A1,AZITHROMYCIN,KOMBINASI-AZITHROMYCIN STERILE POWDER (45.0 - 52.0),['AZITHROMYCIN STERILE POWDER (45.0 - 52.0)'],UNKNOWN,,0
GKL1102344438A1,AZITHROMYCIN DIHYDRATE,KOMBINASI-AZITHROMYCIN TASTE MASKING GRANULE 15,['AZITHROMYCIN TASTE MASKING GRANULE 15'],UNKNOWN,,0
DKL1005044738A1,AZOMAX,KOMBINASI-AZITHROMYCIN DIHYDRATE COATED,['AZITHROMYCIN DIHYDRATE COATED'],UNKNOWN,,0
DKL1415715709A1,AZTERCON,AZITHROMYCIN DIHYDRATE,['AZITHROMYCIN DIHYDRATE'],UNKNOWN,,0
DKL2221648744A1,AZTRIN,KOMBINASI-AZITHROMYCIN DIHYDRATE STERILE LYOPHILIZED,['AZITHROMYCIN DIHYDRATE STERILE LYOPHILIZED'],UNKNOWN,,0
DKL1021638138A1,AZTRIN,AZITHROMYCIN TASTE MASKING GRANULES 7.5,['AZITHROMYCIN TASTE MASKING GRANULES 7.5'],UNKNOWN,,0
DKI2586702643A1,B. BRAUNIUM - NC,ROCURONIUM BROMIDE,['ROCURONIUM BROMIDE'],UNKNOWN,,0
DKI2467600117A1,BACRELBA,ASCIMINIB HYDROCHLORIDE,['ASCIMINIB HYDROCHLORIDE'],UNKNOWN,,0
DKL9411620244A1,BACTESYN,SULBACTAM SODIUM. AMPICILLIN SODIUM,['SULBACTAM SODIUM. AMPICILLIN SODIUM'],antibiotik_beta,antibiotik_beta,1
DKL9411620604A1,BACTESYN ORAL,SULTAMICILLIN TOSILATE,['SULTAMICILLIN TOSILATE'],UNKNOWN,,0
DKL2541701549A1,BAMFLUSIG 3,DEXTROSE MONOHYDRATE | POTASSIUM CHLORIDE | SODIUM CHLORIDE | SODIUM LACTATE,"['DEXTROSE MONOHYDRATE', 'POTASSIUM CHLORIDE', 'SODIUM CHLORIDE', 'SODIUM LACTATE']",UNKNOWN,,0
DTL9922226137A1,BANTIF CHILD,DEXTROMETHORPHAN HYDROBROMIDE. PSEUDOEPHEDRINE HYDROCHLORIDE,['DEXTROMETHORPHAN HYDROBROMIDE. PSEUDOEPHEDRINE HYDROCHLORIDE'],UNKNOWN,,0
DKI1850800103B1,BAROLE 20,RABEPRAZOLE SODIUM,['RABEPRAZOLE SODIUM'],UNKNOWN,,0
DTL2211704210A1,BATUKSIN PLUS,GUAIFENESIN. DEXTROMETHORPHAN HYDROBROMIDE. DEXCHLORPHENIRAMINE MALEATE,['GUAIFENESIN. DEXTROMETHORPHAN HYDROBROMIDE. DEXCHLORPHENIRAMINE MALEATE'],UNKNOWN,,0
DKI2377001249A1,BAVENCIO,AVELUMAB,['AVELUMAB'],UNKNOWN,,0
DKL1533406544A1,BAXCEF,CEFOPERAZONE SODIUM AND SULBACTAM SODIUM 1.17 g ~ CEFOPERAZONE 500 mg dan SULBACTAM 500,['CEFOPERAZONE SODIUM AND SULBACTAM SODIUM 1.17 g ~ CEFOPERAZONE 500 mg dan SULBACTAM 500'],UNKNOWN,,0
DKL9102002129A1,BAYCUTEN-N,CLOTRIMAZOLE. DEXAMETHASONE ACETATE,[],UNKNOWN,,0
DKL0722244443A1,BECLOV,CITICOLINE,['CITICOLINE'],UNKNOWN,,0
LKE24186003,BEMETHA TABLET 0.5 MG,BETAMETHASONE,['BETAMETHASONE'],kortikosteroid,kortikosteroid,1
DKI2158800244A1,BENEFIX,NONACOG ALFA,['NONACOG ALFA'],UNKNOWN,,0
DKL9602322929A1,BENOSON M,BETAMETHASONE VALERATE | MICONAZOLE NITRATE,"['BETAMETHASONE VALERATE', 'MICONAZOLE NITRATE']",kortikosteroid,kortikosteroid,1
DKL0622243349A1,BENUTRION VE,ACETYLCYSTEINE | ACETYLTYROSINE | ALANINE | ASPARTIC ACID | CALCIUM CHLORIDE DIHYDRATE | GLUTAMIC ACID | GLYCINE | HISTIDINE | ISOLEUCINE | L-ARGININE | LEUCINE | LYSINE MONOHYDRATE | MAGNESIUM ACETATE TETRAHYDRATE | METHIONINE | NICOTINAMIDE | PHENYLALANINE | POTASSIUM HYDROXIDE | PROLINE | PYRIDOXINE HYDROCHLORIDE | RIBOFLAVIN SODIUM PHOSPHATE | SODIUM HYDROXIDE | THREONINE | TRYPTOPHAN | VALINE,"['ACETYLCYSTEINE', 'ACETYLTYROSINE', 'ALANINE', 'ASPARTIC ACID', 'CALCIUM CHLORIDE DIHYDRATE', 'GLUTAMIC ACID', 'GLYCINE', 'HISTIDINE', 'ISOLEUCINE', 'L-ARGININE', 'LEUCINE', 'LYSINE MONOHYDRATE', 'MAGNESIUM ACETATE TETRAHYDRATE', 'METHIONINE', 'NICOTINAMIDE', 'PHENYLALANINE', 'POTASSIUM HYDROXIDE', 'PROLINE', 'PYRIDOXINE HYDROCHLORIDE', 'RIBOFLAVIN SODIUM PHOSPHATE', 'SODIUM HYDROXIDE', 'THREONINE', 'TRYPTOPHAN', 'VALINE']",UNKNOWN,,0
GKL9619918044A1,BENZATHINE BENZYLPENICILLIN,KOMBINASI-BENZATHINE BENZYLPENICILLIN (1% LECITHIN. STERILE),['BENZATHINE BENZYLPENICILLIN (1% LECITHIN. STERILE)'],UNKNOWN,,0
DKL1642100528A2,BENZODION - CL,CLINDAMYCIN PHOSPHATE. BENZOYL PEROXIDE,['CLINDAMYCIN PHOSPHATE. BENZOYL PEROXIDE'],UNKNOWN,,0
DTL1742100728A2,"BENZODION 2,5%",BENZOYL PEROXIDE,['BENZOYL PEROXIDE'],UNKNOWN,,0
DKL0328603328A1,BENZOLAC-CL,BENZOYL PEROXIDE | CLINDAMYCIN PHOSPHATE,"['BENZOYL PEROXIDE', 'CLINDAMYCIN PHOSPHATE']",UNKNOWN,,0
DKL2028606328A1,BENZOPALEN,ADAPALENE | HYDROUS BENZOYL PEROXIDE,"['ADAPALENE', 'HYDROUS BENZOYL PEROXIDE']",UNKNOWN,,0
GKL1933544317A1,BERAPROST SODIUM,BERAPROST SODIUM,['BERAPROST SODIUM'],UNKNOWN,,0
DKI9894900461B1,BERIPLAST P COMBI-SET,HUMAN FIBRINOGEN. HUMAN COAGULATION FACTOR XIII. APROTININ. HUMAN THROMBIN. CALCIUM CHLORIDE DIHYDRATE,['HUMAN FIBRINOGEN. HUMAN COAGULATION FACTOR XIII. APROTININ. HUMAN THROMBIN. CALCIUM CHLORIDE DIHYDRATE'],UNKNOWN,,0
DTL0110803937A1,BERLIFED,PROMETHAZINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. AMMONIUM CHLORIDE,['PROMETHAZINE HYDROCHLORIDE. PSEUDOEPHEDRINE HYDROCHLORIDE. SODIUM CITRATE DIHYDRATE. AMMONIUM CHLORIDE'],UNKNOWN,,0
DBL0110804233A1,BERLOSID,DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30%,['DRIED ALUMINIUM HYDROXIDE GEL. MAGNESIUM HYDROXIDE. SIMETHICONE EMULSION 30%'],UNKNOWN,,0
DKI2352503639A1,BERODUAL,FENOTEROL HYDROBROMIDE. IPRATROPIUM BROMIDE,['FENOTEROL HYDROBROMIDE. IPRATROPIUM BROMIDE'],UNKNOWN,,0
DPL2022260510A1,BESANMAG,MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL. CHLORDIAZEPOXIDE HYDROCHLORIDE,['MAGNESIUM TRISILICATE. DRIED ALUMINIUM HYDROXIDE GEL. CHLORDIAZEPOXIDE HYDROCHLORIDE'],UNKNOWN,,0
DKL8913302017A1,BESTALIN,HYDROXYZINE HYDROCHLORIDE,['HYDROXYZINE HYDROCHLORIDE'],UNKNOWN,,0
DTL1613711841B1,BETADINE FEMININE HYGIENE,POVIDONE-IODINE,['POVIDONE-IODINE'],UNKNOWN,,0
DTL0401802104A1,BETAFLU,EPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL,['EPHEDRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL'],UNKNOWN,,0
DKL2116712629A1,BETAGEN-G,BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,['BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE'],kortikosteroid,kortikosteroid,1
DKI2151304214A1,BETALOC ZOK,METOPROLOL SUCCINATE,['METOPROLOL SUCCINATE'],beta_blocker,beta_blocker,1
DKL9722222646A1,BETAM-OPTHAL,BETAMETHASONE SODIUM PHOSPHATE,['BETAMETHASONE SODIUM PHOSPHATE'],kortikosteroid,kortikosteroid,1
DKI2671300114A1,BETASERC OD,BETAHISTINE DIHYDROCHLORIDE,['BETAHISTINE DIHYDROCHLORIDE'],UNKNOWN,,0
LKE22445001,BETAZOL,KETOCONAZOLE. CLOBETASOL PROPIONATE. NEOMYCIN SULFATE,['KETOCONAZOLE. CLOBETASOL PROPIONATE. NEOMYCIN SULFATE'],kortikosteroid,kortikosteroid,1
DKI1620100614A1,BETMIGA,MIRABEGRON,['MIRABEGRON'],UNKNOWN,,0
DKI2570200149A1,BEVABELL,BEVACIZUMAB,['BEVACIZUMAB'],UNKNOWN,,0
DKL9830905929A1,BEVALEX,NEOMYCIN SULFATE. BETAMETHASONE VALERATE,['NEOMYCIN SULFATE. BETAMETHASONE VALERATE'],kortikosteroid,kortikosteroid,1
DKI2304900368A1,BEVESPI AEROSPHERE,FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE,['FORMOTEROL FUMARATE DIHYDRATE. GLYCOPYRRONIUM BROMIDE'],UNKNOWN,,0
DKL1618708449A1,BFLUID,ACETYLCYSTEINE. GLYCINE. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. DIBASIC POTASSIUM PHOSPHATE. DIBASIC SOD,['ACETYLCYSTEINE. GLYCINE. ALANINE. L-ARGININE. ASPARTIC ACID. GLUTAMIC ACID. HISTIDINE. ISOLEUCINE. LEUCINE. LYSINE HYDROCHLORIDE. METHIONINE. PHENYLALANINE. PROLINE. SERINE. THREONINE. TRYPTOPHAN. TYROSINE. VALINE. DIBASIC POTASSIUM PHOSPHATE. DIBASIC SOD'],UNKNOWN,,0
DKL9822215209B1,BICROLID 500,CLARITHROMYCIN,['CLARITHROMYCIN'],UNKNOWN,,0
DKL0202905843A1,BIO - TT,TETANUS TOXOID,['TETANUS TOXOID'],UNKNOWN,,0
DKL8719906617A1,BIO ATP,THIAMINE DISULFIDE. ADENOSINE TRIPHOSPHATE DISODIUM. PYRIDOXINE HYDROCHLORIDE. DL-ALPHA-TOCOPHERYL ACETATE. CYANOCOBALAMIN,['THIAMINE DISULFIDE. ADENOSINE TRIPHOSPHATE DISODIUM. PYRIDOXINE HYDROCHLORIDE. DL-ALPHA-TOCOPHERYL ACETATE. CYANOCOBALAMIN'],UNKNOWN,,0
DKI2056800143A1,BIO PPD,TUBERCULIN PURIFIED PROTEIN DERIVATIVE,['TUBERCULIN PURIFIED PROTEIN DERIVATIVE'],UNKNOWN,,0
DKI2240300543A1,BIO-PCV,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197 PROTEIN | PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197 PROTEIN,"['PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 14 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19A CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 19F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 1 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 5 CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6A CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 6B CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 7F CONJUGATED TO CRM197 PROTEIN', 'PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 9V CONJUGATED TO CRM197 PROTEIN']",UNKNOWN,,0
DKL2302908143A1,BIO-TCV,TYPHOID VI POLYSACCHARIDE CONJUGATED TO DIPHTHERIA TOXOID,['TYPHOID VI POLYSACCHARIDE CONJUGATED TO DIPHTHERIA TOXOID'],UNKNOWN,,0
DKL0515618943A1,BIOCOMBIN 5000,PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE. CYANOCOBALAMIN,['PYRIDOXINE HYDROCHLORIDE. THIAMINE HYDROCHLORIDE. CYANOCOBALAMIN'],UNKNOWN,,0
DKL9714809229A1,BIOCORT,BETAMETHASONE VALERATE. GENTAMICIN SULFATE,[],UNKNOWN,,0
DBL7615808729A1,BIOCREAM,"PARAFFIN, LIQUID",[],UNKNOWN,,0
LKE18147055,BIOFLU FORTE,PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,['PARACETAMOL. PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE'],UNKNOWN,,0
DKL7211638828A1,BIOPLACENTON,PLACENTA EXTRACT. NEOMYCIN SULFATE,['PLACENTA EXTRACT. NEOMYCIN SULFATE'],UNKNOWN,,0
DKI1631600617A1,BIOPREXUM,PERINDOPRIL ARGININE,['PERINDOPRIL ARGININE'],UNKNOWN,,0
DKI1631600517A1,BIOPREXUM PLUS,INDAPAMIDE | PERINDOPRIL ARGININE,"['INDAPAMIDE', 'PERINDOPRIL ARGININE']",UNKNOWN,,0
DKL7219907943A1,BIORON,CYANOCOBALAMIN | LIDOCAINE HYDROCHLORIDE | PYRIDOXINE HYDROCHLORIDE | THIAMINE HYDROCHLORIDE,"['CYANOCOBALAMIN', 'LIDOCAINE HYDROCHLORIDE', 'PYRIDOXINE HYDROCHLORIDE', 'THIAMINE HYDROCHLORIDE']",UNKNOWN,,0
DKL1102906643A1,BIOSAT 1.5,EQUINE TETANUS ANTITOXIN,['EQUINE TETANUS ANTITOXIN'],UNKNOWN,,0
DKL1102906543A1,BIOSAVE,ANCISTRODON RHODOSTOMA VENOM | BUNGARUS FASCIATUS VENOM | NAJA SPUTATRIX VENOM,"['ANCISTRODON RHODOSTOMA VENOM', 'BUNGARUS FASCIATUS VENOM', 'NAJA SPUTATRIX VENOM']",UNKNOWN,,0
DKL0318818244A1,BIOXON,CEFTRIAXONE SODIUM,['CEFTRIAXONE SODIUM'],UNKNOWN,,0
GKL1502907036A1,BIVALENT ORAL POLIOMYELITIS VACCINE TYPES 1& 3,LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN) | LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN),"['LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 1 (SABIN STRAIN)', 'LIVE ATTENUATED POLIOMYELITIS VIRUS TYPE 3 (SABIN STRAIN)']",UNKNOWN,,0
DKL0022231660A1,BLECIDEX,GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE,['GRAMICIDIN. DEXAMETHASONE SODIUM METASULFOBENZOATE. FRAMYCETIN SULFATE'],kortikosteroid,kortikosteroid,1
DKI0364200144B2,BLEOCIN,BLEOMYCIN HYDROCHLORIDE,['BLEOMYCIN HYDROCHLORIDE'],UNKNOWN,,0
GKL2222262744A1,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,['BLEOMYCIN SULFATE'],UNKNOWN,,0
DKL9825101910A1,BLOPRESS,CANDESARTAN CILEXETIL,['CANDESARTAN CILEXETIL'],ace_arb,ace_arb,1
DTL2022727937A2,BODREX BATUK,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN,"['BROMHEXINE HYDROCHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN']",UNKNOWN,,0
DTL1822726404A1,BODREX BATUK & PILEK,BROMHEXINE HYDROCHLORIDE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,"['BROMHEXINE HYDROCHLORIDE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1622724804A1,BODREX COUGH & COLD NC,NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['NOSCAPINE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL0622719204A1,BODREX EXTRA,CAFFEINE | IBUPROFEN | PARACETAMOL,"['CAFFEINE', 'IBUPROFEN', 'PARACETAMOL']",nsaid,nsaid|xantin,1
DTL1322722237A2,BODREX FLU & BATUK BERDAHAK PE,BROMHEXINE HYDROCHLORIDE | GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['BROMHEXINE HYDROCHLORIDE', 'GUAIFENESIN', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1222721704A1,BODREX FLU & BATUK PE,DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL0322718304A1,BODREX MIGRA,,[],UNKNOWN,,0
DTL1922727004A1,BODREX PILEK,GUAIFENESIN. PHENYLEPHRINE HYDROCHLORIDE,[],UNKNOWN,,0
DTL1822726737A2,BODREXIN BATUK PILEK,BROMHEXINE HYDROCHLORIDE | CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | GUAIFENESIN | PHENYLEPHRINE HYDROCHLORIDE,"['BROMHEXINE HYDROCHLORIDE', 'CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'GUAIFENESIN', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1922726937A2,BODREXIN FLU & BATUK TIDAK BERDAHAK NC,CHLORPHENAMINE MALEATE | NOSCAPINE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'NOSCAPINE', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1422723437A2,BODREXIN FLU & BATUK TIDAK BERDAHAK PE,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE,['PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE. PARACETAMOL. DEXTROMETHORPHAN HYDROBROMIDE'],UNKNOWN,,0
DTL1822726837A2,BODREXIN FLU & PILEK PE,CHLORPHENAMINE MALEATE | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,[],UNKNOWN,,0
DTL1422722637A2,BODREXIN PILEK ALERGI PE,PHENYLEPHRINE HYDROCHLORIDE. CHLORPHENAMINE MALEATE,[],UNKNOWN,,0
DKL1333529443A1,BONEVELL,IBANDRONIC SODIUM MONOHYDRATE,['IBANDRONIC SODIUM MONOHYDRATE'],UNKNOWN,,0
DKL2124231163A1,BOOST D 5000,KOMBINASI-DRY VITAMIN D3 100 CWS,['DRY VITAMIN D3 100 CWS'],UNKNOWN,,0
DKI2176703143A1,BOOSTRIX,DIPHTERIA TOXOID | FILAMENTOUS HAEMAGGLUTININ | PERTACTIN | PERTUSSIS TOXOID | TETANUS TOXOID,"['DIPHTERIA TOXOID', 'FILAMENTOUS HAEMAGGLUTININ', 'PERTACTIN', 'PERTUSSIS TOXOID', 'TETANUS TOXOID']",UNKNOWN,,0
DKI1935401044A1,BORMIB,BORTEZOMIB (AS MONOMERIC),['BORTEZOMIB (AS MONOMERIC)'],UNKNOWN,,0
DKL7225102553A1,BORRAGINOL-S,BENZOCAINE | CETRIMIDE | LIDOCAINE | LITHOSPERMI RADIX EXTRACT | PREDNISOLONE,"['BENZOCAINE', 'CETRIMIDE', 'LIDOCAINE', 'LITHOSPERMI RADIX EXTRACT', 'PREDNISOLONE']",kortikosteroid,kortikosteroid,1
GKL2543902044B1,BORTEZOMIB,BORTEZOMIB,['BORTEZOMIB'],UNKNOWN,,0
DKI1618600917A1,BRACER,ANASTROZOLE,['ANASTROZOLE'],UNKNOWN,,0
DKL9822225146A1,BRALIFEX PLUS,DEXAMETHASONE | TOBRAMYCIN,"['DEXAMETHASONE', 'TOBRAMYCIN']",kortikosteroid,kortikosteroid,1
DKL2206321646A1,BRATOCINE,TOBRAMYCIN,['TOBRAMYCIN'],UNKNOWN,,0
DKI2618606117A1,BREXIZOL,BREXPIPRAZOLE,['BREXPIPRAZOLE'],UNKNOWN,,0
DKI2563501843A1,BRIDION,SUGAMMADEX,['SUGAMMADEX'],UNKNOWN,,0
DKI2499900936A1,BRINTELLIX,VORTIOXETINE DL-LACTATE,['VORTIOXETINE DL-LACTATE'],UNKNOWN,,0
DKL2540409630A1,BRION,CINCHOCAINE HYDROCHLORIDE | POLICRESULEN,"['CINCHOCAINE HYDROCHLORIDE', 'POLICRESULEN']",UNKNOWN,,0
DTL9809208904A1,BROCHIFAR,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE | PARACETAMOL | PHENYLPROPANOLAMINE HYDROCHLORIDE,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE', 'PARACETAMOL', 'PHENYLPROPANOLAMINE HYDROCHLORIDE']",UNKNOWN,,0
DTL1818217737A1,BRONCHITIN EXPECTORANT,GUAIFENESIN | PARACETAMOL | PHENYLEPHRINE HYDROCHLORIDE,"['GUAIFENESIN', 'PARACETAMOL', 'PHENYLEPHRINE HYDROCHLORIDE']",UNKNOWN,,0
DKI1110300201B1,BRONCHO VAXOM ADULTS,KOMBINASI-BACTERIAL LYSATES,['BACTERIAL LYSATES'],UNKNOWN,,0
DTL2006420937A1,BRONKAF,CHLORPHENAMINE MALEATE | DEXTROMETHORPHAN HYDROBROMIDE,"['CHLORPHENAMINE MALEATE', 'DEXTROMETHORPHAN HYDROBROMIDE']",UNKNOWN,,0
DTL7603601737A1,BRONTUSIN,CHLORPHENAMINE MALEATE | GUAIFENESIN | PARACETAMOL,"['CHLORPHENAMINE MALEATE', 'GUAIFENESIN', 'PARACETAMOL']",UNKNOWN,,0
DKL2033550810A1,BROSCON,BROMOCRIPTINE MESILATE,['BROMOCRIPTINE MESILATE'],UNKNOWN,,0
DKI2468000201A1,BRUKINSA,ZANUBRUTINIB,['ZANUBRUTINIB'],UNKNOWN,,0
DKI1450301042A2,BSS,SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. SODIUM CITRATE DIHYDRATE,['SODIUM CHLORIDE. POTASSIUM CHLORIDE. CALCIUM CHLORIDE DIHYDRATE. MAGNESIUM CHLORIDE HEXAHYDRATE. SODIUM ACETATE TRIHYDRATE. SODIUM CITRATE DIHYDRATE'],UNKNOWN,,0
DKL0402335643A1,BUCAIN SPINAL HEAVY,BUPIVACAINE HYDROCHLORIDE MONOHYDRATE | DEXTROSE ANHYDRATE,"['BUPIVACAINE HYDROCHLORIDE MONOHYDRATE', 'DEXTROSE ANHYDRATE']",UNKNOWN,,0
