backend_drug_id,nomor_registrasi,nama_produk,komposisi,komposisi_normalized,list_zat_aktif,jumlah_zat_aktif,drug_category,all_drug_categories,kategori_interaksi_obat,siap_cek_interaksi,kategori_obat_bpom,golongan_obat,perlu_resep,perlu_konfirmasi_apoteker,bentuk_sediaan,kelompok_bentuk_sediaan,rute_penggunaan_hint,kemasan,pendaftar,perusahaan,negara_asal,tanggal_terbit,masa_berlaku_sd,status_bpom,status_masa_berlaku,sisa_hari_berlaku,jumlah_varian_kemasan,category_match_source,category_match_pattern,category_source
DKL7803811431A1,DKL7803811431A1,CENDO XITROL,DEXAMETHASONE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,DEXAMETHASONE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,['DEXAMETHASONE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"SALEP MATA; 1,00 MG /5,00 MG /10000 IU",salep,mata,"TUBE @ 3,5 G",CENDO - Indonesia,CENDO,Indonesia,2022-01-21,2026-12-27,Berlaku,aktif,205,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL7803811431A2,DKL7803811431A2,CENDO XITROL,DEXAMETHASONE | NEOMYCIN SULFATE | POLYMYXIN B SULFATE,DEXAMETHASONE | NEOMYCIN SULFATE | POLYMYXIN B SULFATE,"['DEXAMETHASONE', 'NEOMYCIN SULFATE', 'POLYMYXIN B SULFATE']",3,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SALEP MATA,salep,mata,"DUS, 15 CATCH COVER @ 5 BOTOL PLASTIK @ 0,5 G ;; DUS, 15 CATCHCOVER @ 5 BOTOL PLASTIK @ 0,5 G",CENDO - Indonesia,CENDO,Indonesia,2025-10-15,2030-10-15,Berlaku,aktif,1593,2,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKI2284401035A1,DKI2284401035A1,CIPOL - N,CICLOSPORIN,CICLOSPORIN,['CICLOSPORIN'],1,imunosupresan,imunosupresan,imunosupresan,1,Obat Keras - Impor,Obat Keras,1,1,LARUTAN ORAL; 100 MG,lainnya,oral,"DUS, 1 BOTOL @ 50 ML",CKD OTTO Pharmaceuticals - Indonesia,CKD OTTO Pharmaceuticals,Indonesia,2022-01-11,2027-01-11,Berlaku,aktif,220,1,drug_name_category_lookup.csv,CICLOSPORIN,curated_rule
GKL0305033149A1,GKL0305033149A1,CIPROFLOXACIN,CIPROFLOXACIN,CIPROFLOXACIN,['CIPROFLOXACIN'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,INFUS,infus,parenteral,1 VIAL @ 100 ML,DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-10-15,2030-10-15,Berlaku,aktif,1593,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
GKL2306514409A1,GKL2306514409A1,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HCL MONOHYDRATE,CIPROFLOXACIN HCL MONOHYDRATE,['CIPROFLOXACIN HCL MONOHYDRATE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2025-05-27,2030-05-27,Berlaku,aktif,1452,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
GKL1807122809A1,GKL1807122809A1,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE,['CIPROFLOXACIN HYDROCHLORIDE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 10 STRIP @ 10 KAPLET SALUT SELAPUT",PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA - Indonesia,PERUSAHAAN INDUSTRI FARMASI DAN DAGANG FIRST MEDIPHARMA,Indonesia,2025-12-31,2030-03-06,Berlaku,aktif,1370,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
GKL2644412209A1,GKL2644412209A1,CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,['CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPLET SALUT SELAPUT,kaplet,oral,"DUS, 5 STRIP @ 10 KAPLET SALUT SELAPUT",KIMIA FARMA Tbk. - Indonesia,KIMIA FARMA Tbk.,Indonesia,2026-04-24,2031-04-24,Berlaku,aktif,1784,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
GKL0808515349A2,GKL0808515349A2,CIPROFLOXACIN LACTATE,CIPROFLOXACIN LACTATE,CIPROFLOXACIN LACTATE,['CIPROFLOXACIN LACTATE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,INFUS,infus,parenteral,FLEXIBAG @ 100 ML,HEXPHARM JAYA LABORATORIES - Indonesia,HEXPHARM JAYA LABORATORIES,Indonesia,2025-12-11,2030-12-11,Berlaku,aktif,1650,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
GKL1002342049A1,GKL1002342049A1,CIPROFLOXACIN LACTATE MONOHYDRATE,CIPROFLOXACIN LACTATE MONOHYDRATE,CIPROFLOXACIN LACTATE MONOHYDRATE,['CIPROFLOXACIN LACTATE MONOHYDRATE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Generik Keras - Lokal,Obat Keras,1,1,INFUS,infus,parenteral,"BOTOL @ 100 ML ;; DUS, 1 BOTOL @ 100 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2024-03-06,2028-02-16,Berlaku,aktif,621,2,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
DKL1633535814A1,DKL1633535814A1,CIVELL MR,CIPROFLOXACIN | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,CIPROFLOXACIN | CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE,"['CIPROFLOXACIN', 'CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE']",2,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET PELEPASAN LAMBAT,tablet,oral,"DUS, 1 BLISTER @ 10 TABLET PELEPASAN LAMBAT",NOVELL PHARMACEUTICAL LABORATORIES - Indonesia,NOVELL PHARMACEUTICAL LABORATORIES,Indonesia,2025-12-21,2030-12-21,Berlaku,aktif,1660,1,drug_name_category_lookup.csv,CIPROFLOXACIN,curated_rule
DKI0267503217A1,DKI0267503217A1,CO-DIOVAN,HYDROCHLOROTHIAZIDE | VALSARTAN,HYDROCHLOROTHIAZIDE | VALSARTAN,"['HYDROCHLOROTHIAZIDE', 'VALSARTAN']",2,ace_arb,ace_arb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",NOVARTIS INDONESIA - Indonesia,NOVARTIS INDONESIA,Indonesia,2024-11-04,2025-04-30,Berlaku,kedaluwarsa,-401,1,drug_name_category_lookup.csv,VALSARTAN,curated_rule
DKI1077402817A1,DKI1077402817A1,COAPROVEL,HYDROCHLOROTHIAZIDE | IRBESARTAN,HYDROCHLOROTHIAZIDE | IRBESARTAN,"['HYDROCHLOROTHIAZIDE', 'IRBESARTAN']",2,ace_arb,ace_arb,ace_arb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 2  BLISTER @ 14 TABLET SALUT SELAPUT",KALVENTIS SINERGI FARMA - Indonesia,KALVENTIS SINERGI FARMA,Indonesia,2025-08-01,2030-08-01,Berlaku,aktif,1518,1,drug_name_category_lookup.csv,IRBESARTAN,curated_rule
DKL9905029237A2,DKL9905029237A2,COLERGIS,BETAMETHASONE. DEXCHLORPHENIRAMINE MALEATE,BETAMETHASONE. DEXCHLORPHENIRAMINE MALEATE,[],0,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SIRUP,sirup,oral,"DUS, 1 BOTOL PLASTIK @ 60 ML",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2024-10-13,2029-08-21,Berlaku,aktif,1173,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
LKE12116002,LKE12116002,COMBIDERM,CLOTRIMAZOLE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,CLOTRIMAZOLE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE,['CLOTRIMAZOLE. BETAMETHASONE DIPROPIONATE. GENTAMICIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,KRIM; 10 MG /0.5 MG /1.47 MG,krim,topikal,"DUS, TUBE @ 15 G",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2020-04-16,2025-04-16,Berlaku (Khusus Ekspor),kedaluwarsa,-415,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
LKE12116003,LKE12116003,COMBIDERM,BETAMETHASONE DIPROPIONATE. CLOTRIMAZOLE. GENTAMICIN SULFATE,BETAMETHASONE DIPROPIONATE. CLOTRIMAZOLE. GENTAMICIN SULFATE,['BETAMETHASONE DIPROPIONATE. CLOTRIMAZOLE. GENTAMICIN SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,KRIM; 0.5 MG /10 MG /1.47 MG,krim,topikal,POT @ 450 G,KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2020-04-16,2025-04-16,Berlaku (Khusus Ekspor),kedaluwarsa,-415,1,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKL7203816231A1,DKL7203816231A1,CORTHON,HYDROCORTISONE ACETATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,HYDROCORTISONE ACETATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE,['HYDROCORTISONE ACETATE. NEOMYCIN SULFATE. POLYMYXIN B SULFATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,"SALEP MATA; 10,00 MG /5,00 MG /10.000 IU",salep,mata,"TUBE @ 3,5 G",CENDO - Indonesia,CENDO,Indonesia,2022-10-26,2027-08-01,Berlaku,aktif,422,1,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
DTL1124403528A1,DTL1124403528A1,COUNTERPAIN PXM,EUGENOL | MENTHOL | METHYL SALICYLATE | PIROXICAM,EUGENOL | MENTHOL | METHYL SALICYLATE | PIROXICAM,"['EUGENOL', 'MENTHOL', 'METHYL SALICYLATE', 'PIROXICAM']",4,nsaid,nsaid,nsaid,1,Obat Bebas Terbatas - Lokal,Obat Bebas Terbatas,0,0,GEL,gel,topikal,"DUS, 1 TUBE @ 25 G",TAISHO PHARMACEUTICAL INDONESIA - Indonesia,TAISHO PHARMACEUTICAL INDONESIA,Indonesia,2026-04-24,2031-04-24,Berlaku,aktif,1784,1,drug_name_category_lookup.csv,PIROXICAM,curated_rule
DKI1631600710A1,DKI1631600710A1,COVERAM,AMLODIPINE BESILATE | PERINDOPRIL ARGININE,AMLODIPINE BESILATE | PERINDOPRIL ARGININE,"['AMLODIPINE BESILATE', 'PERINDOPRIL ARGININE']",2,ccb,ccb,ccb,1,Obat Keras - Impor,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 1 BOTOL PLASTIK @ 30 TABLET ;; DUS, BOTOL PLASTIK @ 30 TABLET",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2026-04-12,2031-04-12,Berlaku,aktif,1772,2,drug_name_category_lookup.csv,AMLODIPINE,curated_rule
LKE18066177,LKE18066177,COZAAR,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,['LOSARTAN POTASSIUM'],1,ace_arb,ace_arb,ace_arb,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT ;; DUS, 1 BOTOL @ 300 TABLET SALUT SELAPUT ;; DRUM, MAKSIMUM @ 35 KG ;; DRUM, MAXIMUM @ 35 KG ;; DUS, 4 BLISTER @ 7 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-04-16,2031-04-16,Berlaku,aktif,1776,5,drug_name_category_lookup.csv,LOSARTAN,curated_rule
LKE22066207,LKE22066207,COZAAR XQ,LOSARTAN POTASSIUM. AMLODIPINE CAMSYLATE,LOSARTAN POTASSIUM. AMLODIPINE CAMSYLATE,['LOSARTAN POTASSIUM. AMLODIPINE CAMSYLATE'],1,ace_arb,ace_arb|ccb,ace_arb,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,1,TABLET SALUT SELAPUT; 50.00 MG /7.84 MG,tablet,oral,"DUS, 6 BLISTER @ 5 TABLET SALUT SELAPUT ;; DRUM, MAKSIMUM @ 25 KG",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2022-10-07,2027-10-07,Berlaku (Khusus Ekspor),aktif,489,2,drug_name_category_lookup.csv,AMLODIPINE|LOSARTAN,curated_rule
LKE22066208,LKE22066208,COZAAR XQ,AMLODIPINE CAMSYLATE. LOSARTAN POTASSIUM,AMLODIPINE CAMSYLATE. LOSARTAN POTASSIUM,['AMLODIPINE CAMSYLATE. LOSARTAN POTASSIUM'],1,ace_arb,ace_arb|ccb,ace_arb,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,1,TABLET SALUT SELAPUT; 7.84 MG /100.00 MG,tablet,oral,"DRUM, MAKSIMUM @ 25 KG ;; DUS, 6 BLISTER @ 5 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2022-10-07,2027-10-07,Berlaku (Khusus Ekspor),aktif,489,2,drug_name_category_lookup.csv,AMLODIPINE|LOSARTAN,curated_rule
DKI2167601346A1,DKI2167601346A1,CRAVIT,LEVOFLOXACIN HYDRATE,LEVOFLOXACIN HYDRATE,['LEVOFLOXACIN HYDRATE'],1,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,antibiotik_fluorokuinolon,1,Obat Keras - Impor,Obat Keras,1,1,TETES MATA; 5 MG,tetes,mata,"DUS, 1 BOTOL PLASTIK @ 5 ML ;; MASTER BOX, 50 BOTOL PLASTIK @ 5 ML",MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES - Indonesia,MEIJI INDONESIAN PHARMACEUTICAL INDUSTRIES,Indonesia,2022-12-16,2027-12-16,Berlaku,aktif,559,2,drug_name_category_lookup.csv,LEVOFLOXACIN,curated_rule
IKE17596001,IKE17596001,CRESTOR,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,['ROSUVASTATIN CALCIUM'],1,statin,statin,statin,1,Impor - Khusus Ekspor,Khusus Ekspor,0,0,TABLET SALUT SELAPUT,tablet,oral,"DRUM, POLYBAG @ MAX 10 KG TABLET SALUT SELAPUT (BULK) ;; DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",ASTRAZENECA INDONESIA - Indonesia,ASTRAZENECA INDONESIA,Indonesia,2026-03-11,2031-03-11,Berlaku,aktif,1740,2,drug_name_category_lookup.csv,ROSUVASTATIN,curated_rule
GKL2417632917A1,GKL2417632917A1,DAPAGLIFLOZIN PROPANEDIOL HYDRATE,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,['DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",INTERBAT - Indonesia,INTERBAT,Indonesia,2024-08-29,2029-08-29,Berlaku,aktif,1181,1,drug_name_category_lookup.csv,DAPAGLIFLOZIN,curated_rule
DKL2511648517A1,DKL2511648517A1,DAPAGLIZ,DAPAGLIFLOZIN,DAPAGLIFLOZIN,['DAPAGLIFLOZIN'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",KALBE FARMA - Indonesia,KALBE FARMA,Indonesia,2025-12-04,2030-12-04,Berlaku,aktif,1643,1,drug_name_category_lookup.csv,DAPAGLIFLOZIN,curated_rule
LKE17147046,LKE17147046,DECOLGEN MAX,IBUPROFEN. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE,IBUPROFEN. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE,['IBUPROFEN. CHLORPHENAMINE MALEATE. PHENYLPROPANOLAMINE HYDROCHLORIDE'],1,nsaid,nsaid,nsaid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,KAPSUL; 200 MG /2 MG /25 MG,kapsul,oral,"DUS, 10 BLISTER @ 10 KAPSUL",MEDIFARMA LABORATORIES - Indonesia,MEDIFARMA LABORATORIES,Indonesia,2022-03-04,2027-03-04,Berlaku (Khusus Ekspor),aktif,272,1,drug_name_category_lookup.csv,IBUPROFEN,curated_rule
DKL0938500341A1,DKL0938500341A1,DEMY,BETAMETHASONE DIPROPIONATE | CLOTRIMAZOLE,BETAMETHASONE DIPROPIONATE | CLOTRIMAZOLE,"['BETAMETHASONE DIPROPIONATE', 'CLOTRIMAZOLE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,CAIRAN OBAT LUAR,lainnya,lainnya,"DUS, 10 BOTOL PLASTIK @ 10 ML ;; DUS, 10 BOTOL @ 10 ML",BIO KUSUMA - Indonesia,BIO KUSUMA,Indonesia,2025-08-04,2029-11-29,Berlaku,aktif,1273,2,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
DKI7286100343A1,DKI7286100343A1,DEPO MEDROL,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,['METHYLPREDNISOLONE ACETATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Impor,Obat Keras,1,1,INJEKSI; 40.00 MG,injeksi,parenteral,"DUS, 1 VIAL @ 1 ML",PFIZER INDONESIA - Indonesia,PFIZER INDONESIA,Indonesia,2024-08-01,2029-01-14,Berlaku,aktif,954,1,drug_name_category_lookup.csv,METHYLPREDNISOLONE,curated_rule
DKL1633313637A1,DKL1633313637A1,DEPVAL,VALPROIC ACID,VALPROIC ACID,['VALPROIC ACID'],1,antikonvulsan,antikonvulsan,antikonvulsan,1,Obat Keras - Lokal,Obat Keras,1,1,SIRUP,sirup,oral,"DUS, 1 BOTOL @ 120 ML",MERSIFARMA TIRMAKU MERCUSANA - Indonesia,MERSIFARMA TIRMAKU MERCUSANA,Indonesia,2025-06-19,2030-06-19,Berlaku,aktif,1475,1,drug_name_category_lookup.csv,VALPROIC,curated_rule
DKL9604120641A1,DKL9604120641A1,DERMACOID,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,['HYDROCORTISONE BUTYRATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SCALP LOTION,lainnya,topikal,"DUS, 1 BOTOL PLASTIK @ 20 ML ;; DUS, BOTOL PLASTIK @ 20 ML",COMBIPHAR - Indonesia,COMBIPHAR,Indonesia,2025-01-19,2030-01-19,Berlaku,aktif,1324,2,drug_name_category_lookup.csv,HYDROCORTISONE,curated_rule
GKL2109325143A1,GKL2109325143A1,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,['DEXAMETHASONE SODIUM PHOSPHATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Generik Keras - Lokal,Obat Keras,1,1,INJEKSI,injeksi,parenteral,"DUS, 100 AMPUL @ 1 ML",IKAPHARMINDO PUTRAMAS Tbk. - Indonesia,IKAPHARMINDO PUTRAMAS Tbk.,Indonesia,2026-01-21,2031-01-21,Berlaku,aktif,1691,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
LKE26136016,LKE26136016,DEXAMINE,DEXAMETHASONE SODIUM PHOSPHATE | DEXCHLORPHENIRAMINE MALEATE,DEXAMETHASONE SODIUM PHOSPHATE | DEXCHLORPHENIRAMINE MALEATE,"['DEXAMETHASONE SODIUM PHOSPHATE', 'DEXCHLORPHENIRAMINE MALEATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Lisensi - Khusus Ekspor,Khusus Ekspor,0,0,SIRUP,sirup,oral,"DUS, BOTOL @ 100 ML",LUCAS DJAJA - Indonesia,LUCAS DJAJA,Indonesia,2026-05-05,2031-05-05,Berlaku,aktif,1795,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL7603810146A1,DKL7603810146A1,DEXATON,DEXAMETHASONE SODIUM PHOSPHATE | NEOMYCIN SULFATE,DEXAMETHASONE SODIUM PHOSPHATE | NEOMYCIN SULFATE,"['DEXAMETHASONE SODIUM PHOSPHATE', 'NEOMYCIN SULFATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,TETES MATA,tetes,mata,"BOTOL PLASTIK @ 5 ML ;; CATCH COVER @ 5 BOTOL PLASTIK @ 0,6 ML ;; BOTOL PLASTIK @ 15 ML",CENDO - Indonesia,CENDO,Indonesia,2026-01-05,2031-01-05,Berlaku,aktif,1675,3,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKL9419914637A1,DKL9419914637A1,DEXTAMINE,DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE,DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE,['DEXAMETHASONE SODIUM PHOSPHATE. DEXCHLORPHENIRAMINE MALEATE'],1,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SIRUP; 2 mg,sirup,oral,"DUS, BOTOL @ 60 ML",PHAPROS Tbk - Indonesia,PHAPROS Tbk,Indonesia,2022-06-14,2027-06-14,Berlaku,aktif,374,1,drug_name_category_lookup.csv,DEXAMETHASONE,curated_rule
DKI2254801617B1,DKI2254801617B1,DIAGLIFOZ,KOMBINASI-DAPAGLIFLOZIN PREMIX,DAPAGLIFLOZIN PREMIX,['DAPAGLIFLOZIN PREMIX'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT; 50 MG,tablet,oral,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2023-11-16,2028-11-16,Berlaku,aktif,895,1,drug_name_category_lookup.csv,DAPAGLIFLOZIN,curated_rule
DKI2154801117A1,DKI2154801117A1,DIAGLIFOZMET XR,KOMBINASI-DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE,['DAPAGLIFLOZIN PREMIX. METFORMIN HYDROCHLORIDE'],1,antidiabetes,antidiabetes,antidiabetes,1,Obat Keras - Impor,Obat Keras,1,1,TABLET SALUT SELAPUT; 25 MG /500 MG,tablet,oral,"DUS, 2 BLISTER @ 14 TABLET SALUT SELAPUT",SOHO INDUSTRI PHARMASI - Indonesia,SOHO INDUSTRI PHARMASI,Indonesia,2021-06-20,2026-06-20,Berlaku,aktif,15,1,drug_name_category_lookup.csv,DAPAGLIFLOZIN | METFORMIN,curated_rule
GKL2431551401A1,GKL2431551401A1,DICLOFENAC ACID,DICLOFENAC ACID,DICLOFENAC ACID,['DICLOFENAC ACID'],1,nsaid,nsaid,nsaid,1,Obat Generik Keras - Lokal,Obat Keras,1,1,KAPSUL,kapsul,oral,"DUS, 3 STRIP @ 10 KAPSUL",PRATAPA NIRMALA - Indonesia,PRATAPA NIRMALA,Indonesia,2024-12-24,2029-12-24,Berlaku,aktif,1298,1,drug_name_category_lookup.csv,DICLOFENAC,curated_rule
GKL1114812317A1,GKL1114812317A1,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,DICLOFENAC POTASSIUM,['DICLOFENAC POTASSIUM'],1,nsaid,nsaid,nsaid,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET SALUT SELAPUT,tablet,oral,"DUS, 5 BLISTER @ 10 TABLET SALUT SELAPUT",MEDIKON PRIMA LABORATORIES - Indonesia,MEDIKON PRIMA LABORATORIES,Indonesia,2026-05-02,2031-05-02,Berlaku,aktif,1792,1,drug_name_category_lookup.csv,DICLOFENAC,curated_rule
GKL9005007310A1,GKL9005007310A1,DILTIAZEM HCL,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,['DILTIAZEM HYDROCHLORIDE'],1,ccb,ccb,ccb,1,Obat Generik Keras - Lokal,Obat Keras,1,1,TABLET,tablet,oral,"DUS, 10 STRIP @ 10 TABLET",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2025-06-03,2030-06-02,Berlaku,aktif,1458,1,drug_name_category_lookup.csv,DILTIAZEM,curated_rule
DKL7606605530A1,DKL7606605530A1,DIPROGENTA,BETAMETHASONE DIPROPIONATE | GENTAMICIN SULFATE,BETAMETHASONE DIPROPIONATE | GENTAMICIN SULFATE,"['BETAMETHASONE DIPROPIONATE', 'GENTAMICIN SULFATE']",2,kortikosteroid,kortikosteroid,kortikosteroid,1,Obat Keras - Lokal,Obat Keras,1,1,SALEP,salep,topikal,"DUS, 1 TUBE @ 5 G ;; DUS, 1 TUBE @ 10 G ;; DUS, TUBE @ 10 G ;; DUS, TUBE @ 5 G",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-04-22,2031-04-22,Berlaku,aktif,1782,4,drug_name_category_lookup.csv,BETAMETHASONE,curated_rule
